1751171990.52, -0.86, -0.24, 0.09, 2.21, -12.13, 0.00
1751171990.53, -0.95, -0.24, 0.21, 2.18, -12.10, 0.00
1751171990.54, -0.99, -0.50, 0.28, 2.19, -12.09, 0.01
1751171990.54, -0.86, -0.37, 0.26, 2.18, -12.07, 0.01
1751171990.55, -1.10, -0.36, 0.21, 2.19, -12.06, 0.01
1751171990.56, -0.95, -0.40, 0.17, 2.19, -12.06, 0.01
1751171990.56, -1.02, -0.26, 0.25, 2.20, -12.09, 0.01
1751171990.57, -1.10, -0.15, 0.21, 2.19, -12.11, 0.01
1751171990.58, -0.91, -0.02, 0.18, 2.20, -12.11, 0.01
1751171990.58, -0.91, -0.12, 0.30, 2.22, -12.11, 0.01
1751171990.59, -0.91, -0.13, 0.12, 2.21, -12.12, 0.01
1751171990.60, -0.92, -0.14, 0.21, 2.23, -12.13, 0.01
1751171990.60, -0.94, -0.02, 0.11, 2.22, -12.11, 0.01
1751171990.61, -0.96, -0.26, 0.24, 2.23, -12.09, 0.01
1751171990.62, -0.94, -0.16, 0.11, 2.22, -12.09, 0.01
1751171990.62, -0.92, -0.11, 0.16, 2.21, -12.09, 0.01
1751171990.63, -0.72, -0.07, 0.29, 2.19, -12.08, 0.01
1751171990.64, -0.99, -0.11, 0.34, 2.18, -12.09, 0.01
1751171990.64, -1.07, 0.02, 0.25, 2.20, -12.07, 0.01
1751171990.65, -0.79, -0.18, 0.21, 2.20, -12.05, 0.01
1751171990.65, -0.95, -0.31, 0.22, 2.16, -12.06, 0.01
1751171990.66, -0.88, -0.02, 0.25, 2.17, -12.06, 0.01
1751171990.67, -0.67, -0.02, 0.40, 2.16, -12.06, 0.01
1751171990.67, -0.96, -1.91, 0.18, 2.15, -12.06, 0.01
1751171990.68, -0.79, -0.11, 0.24, 2.14, -12.02, 0.01
1751171990.69, -1.02, -0.29, 0.19, 2.15, -12.00, 0.01
1751171990.69, -0.94, -0.34, 0.26, 2.15, -12.03, 0.01
1751171990.70, -0.94, -0.42, 0.26, 2.16, -12.04, 0.01
1751171990.71, -0.75, -0.13, 0.15, 2.14, -12.03, 0.01
1751171990.71, -0.85, 0.17, 0.08, 2.14, -12.00, 0.01
1751171990.72, -0.84, 0.16, 0.24, 2.14, -12.00, 0.01
1751171990.73, -0.83, -0.09, 0.21, 2.14, -11.98, 0.01
1751171990.73, -0.78, -0.13, 0.13, 2.13, -12.00, 0.01
1751171990.74, -0.92, -0.15, 0.31, 2.14, -12.01, 0.01
1751171990.75, -0.79, -0.18, 0.26, 2.15, -12.00, 0.01
1751171990.75, -0.89, -0.05, 0.24, 2.16, -11.99, 0.01
1751171990.76, -0.65, -0.22, 0.22, 2.16, -11.98, 0.01
1751171990.77, -0.72, -0.35, 0.24, 2.16, -11.97, 0.01
1751171990.77, -0.68, -0.23, 0.18, 2.16, -11.96, 0.01
1751171990.78, -0.76, -0.51, 0.16, 2.16, -11.97, 0.01
1751171990.78, -0.73, -0.34, 0.21, 2.17, -11.97, 0.01
1751171990.79, -0.73, -0.56, 0.15, 2.18, -11.96, 0.01
1751171990.80, -0.92, -0.92, 0.20, 2.16, -11.98, 0.01
1751171990.80, -0.82, -0.87, 0.09, 2.16, -11.99, 0.01
1751171990.81, -0.84, -0.59, -1.94, 2.15, -12.00, -0.01
1751171990.82, -0.99, -0.50, 0.27, 2.17, -12.02, -0.00
1751171990.82, -1.06, 0.00, 0.24, 2.16, -12.02, -0.00
1751171990.83, -1.09, 0.19, 0.31, 2.17, -12.01, -0.00
1751171990.84, -1.08, 0.34, 0.15, 2.16, -11.99, -0.00
1751171990.84, -1.00, 0.42, 0.37, 2.16, -11.99, -0.00
1751171990.85, -1.21, 0.64, 0.28, 2.15, -11.97, 0.00
1751171990.86, -1.02, 0.53, 0.19, 2.14, -11.95, 0.00
1751171990.86, -1.11, 0.27, 0.07, 2.13, -11.93, 0.00
1751171990.87, -0.82, 0.16, 0.06, 2.12, -11.92, -0.00
1751171990.88, -1.00, 0.05, -1.95, 2.08, -11.92, -0.01
1751171990.88, -0.64, -0.55, 0.13, 2.09, -11.90, -0.01
1751171990.89, -0.71, -0.73, 0.10, 2.07, -11.90, -0.01
1751171990.90, -0.73, -0.40, 0.02, 2.06, -11.90, -0.01
1751171990.90, -0.66, -0.24, 0.11, 2.07, -11.90, -0.01
1751171990.91, -0.76, -0.27, 0.00, 2.07, -11.91, -0.01
1751171990.92, -0.81, -0.13, 0.15, 2.08, -11.92, -0.01
1751171990.92, -0.66, 0.03, 0.11, 2.07, -11.93, -0.01
1751171990.93, -0.93, 0.11, 0.24, 2.08, -11.92, -0.01
1751171990.93, -1.04, 0.44, 0.17, 2.09, -11.91, -0.01
1751171990.94, -1.03, 0.41, 0.26, 2.09, -11.88, -0.01
1751171990.95, -1.03, 0.45, 0.29, 2.10, -11.86, -0.01
1751171990.95, -0.96, 0.43, 0.29, 2.08, -11.86, -0.01
1751171990.96, -1.34, 1.28, 0.21, 2.08, -11.85, -0.01
1751171990.97, -0.89, 1.92, 0.14, 2.09, -11.81, -0.01
1751171990.97, -1.11, 0.18, 0.24, 2.09, -11.81, -0.00
1751171990.98, -0.95, 0.21, 0.29, 2.08, -11.81, -0.00
1751171990.99, -1.07, 0.16, 0.33, 2.09, -11.81, -0.00
1751171990.99, -1.02, 0.35, 0.38, 2.09, -11.81, -0.00
1751171991.00, -1.01, 0.29, 0.22, 2.09, -11.81, 0.00
1751171991.01, -0.95, 0.21, 0.37, 2.09, -11.79, 0.00
1751171991.01, -0.95, -0.08, 0.24, 2.09, -11.78, 0.00
1751171991.02, -1.02, 0.02, 0.19, 2.09, -11.76, 0.00
1751171991.03, -1.06, 0.08, 0.31, 2.10, -11.78, 0.00
1751171991.03, -1.14, 0.53, 0.22, 2.11, -11.78, 0.00
1751171991.04, -1.17, 1.94, 0.23, 2.12, -11.77, 0.00
1751171991.05, -0.15, -0.81, 0.33, 2.09, -11.68, 0.01
1751171991.05, -1.56, 0.69, 0.31, 2.10, -11.68, 0.01
1751171991.06, -1.18, 0.38, 0.13, 2.10, -11.68, 0.01
1751171991.07, -1.31, 0.14, 0.15, 2.11, -11.68, 0.01
1751171991.07, -1.44, 0.21, 0.16, 2.10, -11.68, 0.01
1751171991.08, -1.15, 1.93, 0.18, 2.10, -11.66, 0.01
1751171991.08, -1.12, -0.04, 0.15, 2.09, -11.65, 0.01
1751171991.09, -0.96, -0.44, 0.10, 2.08, -11.62, 0.01
1751171991.10, -0.93, -0.98, 0.13, 2.08, -11.63, 0.01
1751171991.10, -0.72, -0.58, 0.24, 2.10, -11.64, 0.01
1751171991.11, -0.82, -0.79, 0.21, 2.11, -11.66, 0.01
1751171991.12, -0.82, -0.95, 0.15, 2.11, -11.66, 0.01
1751171991.12, -0.75, -0.84, 0.38, 2.12, -11.68, 0.01
1751171991.13, -0.89, -0.77, 0.08, 2.12, -11.68, 0.01
1751171991.14, -0.92, -1.15, 0.15, 2.12, -11.69, 0.01
1751171991.14, -0.70, -1.31, 0.13, 2.12, -11.69, 0.01
1751171991.15, -0.89, -1.21, 0.26, 2.13, -11.70, 0.01
1751171991.16, -0.75, -0.97, 0.27, 2.13, -11.71, 0.01
1751171991.16, -0.75, -0.92, 0.08, 2.15, -11.72, 0.01
1751171991.17, -0.84, -0.88, 0.12, 2.15, -11.70, 0.01
1751171991.18, -0.82, -0.41, 0.04, 2.14, -11.70, 0.01
1751171991.18, -0.76, -0.18, 0.29, 2.14, -11.71, 0.01
1751171991.19, -1.04, -0.15, 0.18, 2.14, -11.71, 0.01
1751171991.20, -1.24, -1.87, 0.31, 2.16, -11.73, 0.01
1751171991.20, -1.14, 0.15, 0.43, 2.17, -11.73, 0.01
1751171991.21, -1.15, 0.31, 0.43, 2.16, -11.73, 0.01
1751171991.21, -1.52, 0.88, 0.47, 2.15, -11.73, 0.01
1751171991.22, -1.50, 0.60, 0.44, 2.15, -11.71, 0.01
1751171991.23, -1.28, 0.58, 0.48, 2.16, -11.68, 0.02
1751171991.23, -1.40, 0.54, 0.60, 2.17, -11.68, 0.02
1751171991.24, -1.41, 0.40, 0.51, 2.17, -11.67, 0.02
1751171991.25, -1.12, 0.33, 0.45, 2.17, -11.67, 0.02
1751171991.25, -1.10, -0.12, 0.30, 2.17, -11.68, 0.02
1751171991.26, -0.98, -0.24, 0.34, 2.16, -11.68, 0.02
1751171991.27, -0.89, -0.31, 0.27, 2.15, -11.67, 0.02
1751171991.27, -0.82, -0.60, 0.28, 2.14, -11.68, 0.02
1751171991.28, -0.63, -1.41, 0.11, 2.14, -11.68, 0.02
1751171991.29, -0.34, -1.51, 0.05, 2.15, -11.69, 0.02
1751171991.29, -0.05, -1.73, -0.09, 2.16, -11.69, 0.02
1751171991.30, -0.08, -1.85, 0.13, 2.17, -11.70, 0.02
1751171991.31, -0.39, -1.27, 0.02, 2.17, -11.72, 0.02
1751171991.31, -0.56, -1.53, 0.11, 2.18, -11.72, 0.02
1751171991.32, -0.43, -1.18, 0.18, 2.17, -11.73, 0.02
1751171991.33, -0.40, -1.01, 0.10, 2.18, -11.73, 0.01
1751171991.33, -0.80, -0.68, 0.17, 2.18, -11.74, 0.01
1751171991.34, -0.68, -0.40, 0.37, 2.19, -11.75, 0.02
1751171991.35, -0.85, -0.47, 0.11, 2.19, -11.75, 0.01
1751171991.35, -0.95, -0.65, 0.36, 2.18, -11.75, 0.02
1751171991.36, -0.89, -0.44, 0.37, 2.18, -11.75, 0.02
1751171991.36, -0.85, -0.35, 0.44, 2.17, -11.75, 0.02
1751171991.37, -1.02, -0.07, 0.57, 2.18, -11.75, 0.02
1751171991.38, -1.05, 0.58, 0.52, 2.17, -11.74, 0.02
1751171991.38, -1.37, 0.71, 0.64, 2.17, -11.75, 0.02
1751171991.39, -1.34, 0.96, 0.49, 2.16, -11.75, 0.03
1751171991.40, -1.36, 0.76, 0.20, 2.14, -11.73, 0.03
1751171991.40, -1.37, 1.59, -0.27, 2.14, -11.72, 0.02
1751171991.41, -1.36, 3.61, 0.36, 2.13, -11.72, 0.02
1751171991.42, -2.41, 3.86, 0.45, 2.11, -11.69, 0.02
1751171991.42, -1.40, 1.07, 0.11, 2.10, -11.67, 0.02
1751171991.43, -2.15, 1.54, 0.24, 2.10, -11.65, 0.02
1751171991.44, -1.82, 2.02, 0.17, 2.09, -11.65, 0.02
1751171991.44, -2.25, 2.45, -0.20, 2.08, -11.63, 0.02
1751171991.45, -1.86, 1.43, 0.28, 2.07, -11.61, 0.02
1751171991.46, 1.85, -7.65, 0.22, 2.07, -11.60, 0.02
1751171991.46, 4.49, -13.00, 0.20, 2.06, -11.64, 0.02
1751171991.47, 1.03, -5.79, 0.10, 2.11, -11.69, 0.02
1751171991.48, -2.60, 5.31, 0.27, 2.14, -11.75, 0.02
1751171991.48, -2.83, 4.65, 0.50, 2.10, -11.75, 0.02
1751171991.49, -1.27, -1.57, 0.10, 2.09, -11.71, 0.02
1751171991.49, 0.95, -3.88, 0.24, 2.09, -11.71, 0.02
1751171991.50, -0.60, -2.07, 0.20, 2.11, -11.73, 0.02
1751171991.51, -1.16, 1.24, 0.12, 2.11, -11.75, 0.02
1751171991.51, -1.63, 0.51, 0.19, 2.11, -11.76, 0.02
1751171991.52, -0.43, -1.08, 0.27, 2.10, -11.75, 0.02
1751171991.53, -0.66, -0.89, 0.23, 2.10, -11.76, 0.02
1751171991.53, -1.07, 0.21, 0.21, 2.09, -11.76, 0.02
1751171991.54, -0.95, -0.21, 0.08, 2.09, -11.76, 0.02
1751171991.55, -0.81, -0.76, 0.04, 2.10, -11.76, 0.01
1751171991.55, -0.79, -0.37, 0.22, 2.09, -11.76, 0.01
1751171991.56, -1.03, -0.24, 0.15, 2.08, -11.76, 0.01
1751171991.57, -1.08, -0.31, 0.21, 2.09, -11.75, 0.01
1751171991.57, -0.93, -0.43, 0.20, 2.09, -11.74, 0.01
1751171991.58, -0.89, -0.69, 0.31, 2.09, -11.73, 0.01
1751171991.59, -0.80, 0.21, 0.27, 2.10, -11.73, 0.01
1751171991.59, -1.02, -0.21, 0.33, 2.10, -11.73, 0.01
1751171991.60, -1.00, -0.44, 0.31, 2.10, -11.73, 0.02
1751171991.61, -0.86, -0.07, 0.38, 2.11, -11.73, 0.02
1751171991.61, -1.03, -0.06, 0.34, 2.11, -11.74, 0.02
1751171991.62, -0.73, -0.13, 0.15, 2.08, -11.72, 0.02
1751171991.62, -0.94, -0.27, 0.27, 2.07, -11.72, 0.02
1751171991.63, -0.73, 0.08, 0.13, 2.08, -11.73, 0.02
1751171991.64, -0.88, -0.26, 0.24, 2.08, -11.73, 0.02
1751171991.64, -0.74, -0.47, 0.33, 2.08, -11.73, 0.02
1751171991.65, -0.83, -0.33, 0.21, 2.08, -11.73, 0.02
1751171991.66, -0.97, -0.24, 0.26, 2.07, -11.73, 0.02
1751171991.66, -1.00, -0.36, 0.26, 2.07, -11.73, 0.02
1751171991.67, -1.00, -0.26, 0.45, 2.08, -11.71, 0.02
1751171991.68, -0.84, -0.11, 0.21, 2.08, -11.71, 0.02
1751171991.68, -1.14, -1.95, 0.26, 2.08, -11.72, 0.02
1751171991.69, -0.83, -0.08, 0.06, 2.08, -11.73, 0.02
1751171991.70, -1.02, -0.47, 0.32, 2.08, -11.73, 0.02
1751171991.70, -0.95, -0.27, 0.18, 2.08, -11.73, 0.02
1751171991.71, -0.77, -0.19, 0.13, 2.08, -11.72, 0.02
1751171991.72, -0.96, -0.17, 0.11, 2.08, -11.72, 0.01
1751171991.72, -0.91, -0.68, 0.29, 2.07, -11.71, 0.01
1751171991.73, -0.73, -1.25, 0.35, 2.07, -11.71, 0.02
1751171991.74, -0.81, -0.76, 0.21, 2.06, -11.73, 0.01
1751171991.74, -0.92, 0.15, 0.07, 2.07, -11.72, 0.01
1751171991.75, -1.06, -0.21, 0.27, 2.07, -11.71, 0.01
1751171991.75, -0.71, -0.33, 0.24, 2.07, -11.71, 0.01
1751171991.76, -0.90, 0.08, 0.33, 2.07, -11.72, 0.01
1751171991.77, -0.99, -0.20, 0.21, 2.07, -11.72, 0.01
1751171991.77, -0.70, -0.36, 0.27, 2.06, -11.71, 0.01
1751171991.78, -0.89, -0.45, 0.24, 2.06, -11.69, 0.01
1751171991.79, -0.79, -0.27, 0.15, 2.06, -11.68, 0.01
1751171991.79, -0.93, -1.92, 0.28, 2.07, -11.69, 0.01
1751171991.80, -0.79, -0.35, 0.22, 2.07, -11.69, 0.01
1751171991.81, -0.63, -0.41, 0.11, 2.07, -11.70, 0.01
1751171991.81, -0.96, -0.14, 0.22, 2.06, -11.70, 0.01
1751171991.82, -1.01, -0.04, 0.33, 2.07, -11.69, 0.01
1751171991.83, -0.89, -0.59, 0.37, 2.07, -11.71, 0.01
1751171991.83, -0.84, -0.10, 0.17, 2.06, -11.71, 0.01
1751171991.84, -0.92, -0.32, 0.20, 2.04, -11.71, 0.01
1751171991.85, -0.97, -0.31, 0.24, 2.05, -11.71, 0.01
1751171991.85, -0.86, -0.31, 0.11, 2.05, -11.70, 0.01
1751171991.86, -1.00, -0.36, 0.40, 2.05, -11.70, 0.01
1751171991.87, -0.96, -0.47, 0.31, 2.05, -11.70, 0.01
1751171991.87, -0.82, -0.19, 0.19, 2.06, -11.69, 0.01
1751171991.88, -1.34, 0.06, 0.27, 2.06, -11.70, 0.01
1751171991.89, -0.97, -0.48, 0.23, 2.06, -11.71, 0.01
1751171991.89, -0.90, -0.56, 0.22, 2.06, -11.71, 0.01
1751171991.90, -0.76, -0.08, 0.21, 2.06, -11.71, 0.01
1751171991.90, -0.90, -0.05, 0.34, 2.07, -11.70, 0.01
1751171991.91, -0.73, -0.51, 0.21, 2.07, -11.70, 0.01
1751171991.92, -0.92, -0.39, 0.40, 2.07, -11.69, 0.01
1751171991.92, -0.89, -0.43, 0.33, 2.07, -11.69, 0.02
1751171991.93, -0.92, -0.45, 0.17, 2.07, -11.68, 0.01
1751171991.94, -0.94, -0.61, 0.31, 2.08, -11.68, 0.01
1751171991.94, -0.81, -0.50, 0.24, 2.08, -11.68, 0.01
1751171991.95, -0.92, -0.65, 0.29, 2.08, -11.68, 0.01
1751171991.96, -0.71, -0.35, 0.26, 2.08, -11.68, 0.02
1751171991.96, -0.94, -0.32, 0.15, 2.09, -11.69, 0.01
1751171991.97, -0.90, 0.12, 0.37, 2.10, -11.69, 0.02
1751171991.98, -0.85, -0.26, 0.37, 2.10, -11.68, 0.02
1751171991.98, -0.71, -0.29, 0.35, 2.10, -11.67, 0.02
1751171991.99, -0.96, -0.04, 0.21, 2.10, -11.66, 0.02
1751171992.00, -0.82, -0.18, 0.38, 2.10, -11.66, 0.02
1751171992.00, -0.94, -0.57, 0.19, 2.10, -11.67, 0.02
1751171992.01, -0.89, -0.10, 0.37, 2.09, -11.67, 0.02
1751171992.02, -1.04, -1.95, 0.32, 2.09, -11.68, 0.02
1751171992.02, -0.98, -0.10, 0.17, 2.08, -11.67, 0.02
1751171992.03, -0.95, -0.57, 0.27, 2.08, -11.66, 0.02
1751171992.03, -0.81, -0.52, 0.18, 2.08, -11.65, 0.02
1751171992.04, -0.89, -0.16, 0.18, 2.08, -11.65, 0.02
1751171992.05, -0.85, -0.17, 0.37, 2.08, -11.64, 0.02
1751171992.05, -0.95, -0.31, 0.41, 2.07, -11.64, 0.02
1751171992.06, -0.66, -0.27, 0.37, 2.07, -11.62, 0.02
1751171992.07, -0.89, -0.24, 0.27, 2.07, -11.62, 0.02
1751171992.07, -0.95, -0.32, 0.24, 2.07, -11.63, 0.02
1751171992.08, -0.94, -0.42, 0.35, 2.04, -11.62, 0.02
1751171992.09, -0.88, -0.18, 0.11, 2.04, -11.62, 0.02
1751171992.09, -0.95, -0.18, 0.37, 2.05, -11.62, 0.02
1751171992.10, -0.96, -0.37, 0.33, 2.04, -11.61, 0.02
1751171992.11, -0.95, -0.18, 0.29, 2.04, -11.61, 0.02
1751171992.11, -0.99, -0.14, 0.17, 2.05, -11.61, 0.02
1751171992.12, -0.95, -0.35, 0.13, 2.06, -11.61, 0.02
1751171992.13, -0.86, -0.29, 0.25, 2.05, -11.61, 0.02
1751171992.13, -0.81, -1.89, 0.24, 2.05, -11.62, 0.02
1751171992.14, -0.92, -0.06, 0.31, 2.05, -11.62, 0.02
1751171992.15, -0.94, -0.39, 0.21, 2.05, -11.61, 0.02
1751171992.15, -1.06, -0.48, 0.18, 2.05, -11.61, 0.02
1751171992.16, -0.84, -0.34, 0.31, 2.05, -11.60, 0.02
1751171992.17, -0.92, -0.22, 0.24, 2.05, -11.60, 0.02
1751171992.17, -1.06, -0.32, 0.22, 2.05, -11.60, 0.02
1751171992.18, -0.91, -0.31, 0.28, 2.05, -11.60, 0.02
1751171992.18, -0.98, -0.16, 0.39, 2.05, -11.59, 0.02
1751171992.19, -0.87, -0.13, 0.31, 2.06, -11.59, 0.02
1751171992.20, -0.72, -0.54, 0.12, 2.05, -11.59, 0.02
1751171992.20, -0.74, -0.49, 0.15, 2.06, -11.59, 0.01
1751171992.21, -0.83, -0.25, 0.31, 2.05, -11.60, 0.01
1751171992.22, -0.90, -0.27, 0.21, 2.05, -11.60, 0.01
1751171992.22, -0.92, -0.47, 0.29, 2.04, -11.61, 0.01
1751171992.23, -0.85, -0.15, 0.33, 2.05, -11.60, 0.02
1751171992.24, -1.05, -0.15, 0.50, 2.04, -11.59, 0.02
1751171992.24, -0.80, -0.27, 0.30, 2.04, -11.59, 0.02
1751171992.25, -0.98, -0.27, 0.29, 2.04, -11.58, 0.02
1751171992.26, -0.96, -0.13, 0.19, 2.02, -11.58, 0.02
1751171992.26, -1.08, -0.44, 0.18, 2.02, -11.58, 0.02
1751171992.27, -0.73, -0.25, 0.14, 2.01, -11.59, 0.01
1751171992.28, -0.91, -0.34, 0.37, 2.02, -11.59, 0.02
1751171992.28, -0.96, -0.27, 0.22, 2.02, -11.60, 0.01
1751171992.29, -0.79, -0.44, 0.24, 2.02, -11.59, 0.01
1751171992.30, -0.72, -0.24, 0.34, 2.02, -11.59, 0.01
1751171992.30, -0.92, -0.40, 0.15, 2.03, -11.60, 0.01
1751171992.31, -0.96, -0.31, 0.15, 2.03, -11.59, 0.01
1751171992.31, -0.95, -0.41, 0.17, 2.03, -11.59, 0.01
1751171992.32, -0.83, -0.28, 0.22, 2.02, -11.57, 0.01
1751171992.33, -1.11, -0.19, 0.31, 2.02, -11.56, 0.01
1751171992.33, -0.92, -0.39, 0.22, 2.03, -11.57, 0.01
1751171992.34, -0.95, -0.31, 0.22, 2.03, -11.57, 0.01
1751171992.35, -0.96, -0.16, 0.25, 2.02, -11.56, 0.01
1751171992.35, -0.97, -0.40, 0.23, 2.03, -11.54, 0.01
1751171992.36, -0.89, -0.27, 0.15, 2.03, -11.55, 0.01
1751171992.37, -0.98, -0.24, 0.24, 2.03, -11.56, 0.01
1751171992.37, -1.10, -0.32, 0.28, 2.03, -11.56, 0.01
1751171992.38, -0.87, -0.62, 0.25, 2.04, -11.55, 0.01
1751171992.39, -0.87, -0.36, 0.18, 2.05, -11.54, 0.01
1751171992.39, -0.85, -0.35, 0.37, 2.05, -11.54, 0.01
1751171992.40, -0.82, -0.28, 0.16, 2.05, -11.55, 0.01
1751171992.41, -1.06, -0.23, 0.30, 2.06, -11.55, 0.01
1751171992.41, -0.97, -0.19, 0.21, 2.06, -11.55, 0.01
1751171992.42, -0.92, -0.22, 0.02, 2.06, -11.54, 0.01
1751171992.43, -0.90, -0.07, 0.14, 2.06, -11.54, 0.01
1751171992.43, -0.87, -0.27, 0.31, 2.07, -11.55, 0.01
1751171992.44, -0.83, -0.24, 0.33, 2.07, -11.54, 0.01
1751171992.45, -0.92, -0.18, 0.13, 2.05, -11.54, 0.01
1751171992.45, -0.79, -0.28, 0.24, 2.05, -11.55, 0.01
1751171992.46, -0.74, -0.27, 0.27, 2.05, -11.54, 0.01
1751171992.47, -0.84, -0.17, 0.27, 2.05, -11.55, 0.01
1751171992.47, -1.04, -0.27, 0.19, 2.05, -11.55, 0.01
1751171992.48, -1.02, -0.47, 0.24, 2.03, -11.56, 0.01
1751171992.49, -0.79, -0.12, 0.29, 2.03, -11.57, 0.01
1751171992.49, -1.00, -0.20, 0.38, 2.03, -11.57, 0.01
1751171992.50, -0.82, -0.21, 0.17, 2.03, -11.57, 0.01
1751171992.50, -0.78, -0.38, 0.24, 2.03, -11.57, 0.01
1751171992.51, -0.96, -0.32, 0.33, 2.04, -11.57, 0.01
1751171992.52, -0.76, -0.36, 0.18, 2.03, -11.57, 0.01
1751171992.52, -0.82, -0.23, 0.27, 2.03, -11.58, 0.01
1751171992.53, -0.95, -0.18, 0.15, 2.04, -11.57, 0.01
1751171992.54, -0.92, -0.30, 0.34, 2.03, -11.56, 0.01
1751171992.54, -1.02, -0.08, 0.09, 2.03, -11.54, 0.01
1751171992.55, -0.86, -0.18, 0.11, 2.03, -11.54, 0.01
1751171992.56, -0.69, -0.30, 0.16, 2.03, -11.54, 0.01
1751171992.56, -0.79, -0.15, 0.38, 2.03, -11.54, 0.01
1751171992.57, -0.88, -0.24, 0.28, 2.03, -11.53, 0.01
1751171992.58, -0.92, -0.29, 0.30, 2.04, -11.53, 0.01
1751171992.58, -0.81, -0.12, 0.36, 2.03, -11.51, 0.01
1751171992.59, -1.05, -0.23, 0.40, 2.04, -11.51, 0.01
1751171992.60, -0.60, -0.37, 0.21, 2.05, -11.51, 0.01
1751171992.60, -0.96, -0.45, 0.32, 2.05, -11.51, 0.01
1751171992.61, -0.80, -0.06, 0.32, 2.05, -11.51, 0.01
1751171992.62, -0.88, -0.33, 0.40, 2.05, -11.51, 0.01
1751171992.62, -0.92, -0.12, 0.26, 2.05, -11.52, 0.01
1751171992.63, -1.05, -0.26, 0.27, 2.06, -11.53, 0.01
1751171992.64, -0.82, -0.10, 0.23, 2.06, -11.52, 0.01
1751171992.64, -1.07, -0.39, 0.34, 2.05, -11.52, 0.01
1751171992.65, -0.95, -0.44, 0.27, 2.02, -11.53, 0.01
1751171992.66, -0.83, -0.19, 0.35, 2.03, -11.53, 0.01
1751171992.66, -0.85, -0.17, 0.28, 2.03, -11.53, 0.01
1751171992.67, -0.68, -0.40, 0.28, 2.03, -11.52, 0.01
1751171992.68, -0.77, -0.18, 0.32, 2.04, -11.53, 0.01
1751171992.68, -0.92, -0.34, 0.33, 2.03, -11.53, 0.01
1751171992.69, -0.76, -0.29, 0.31, 2.04, -11.54, 0.01
1751171992.70, -1.04, -0.24, 0.46, 2.05, -11.55, 0.01
1751171992.70, -0.92, -0.37, 0.09, 2.05, -11.55, 0.01
