1751166760.57, -0.73, -0.70, 2.52, -6.11
1751166760.60, -0.71, -0.44, 2.53, -6.09
1751166760.63, -0.82, -0.21, 2.51, -6.05
1751166760.66, -0.76, -0.56, 2.61, -6.00
1751166760.69, -0.73, -0.84, 2.62, -5.98
1751166760.72, -0.63, -1.21, 2.60, -5.98
1751166760.75, -0.92, -0.17, 2.56, -5.99
1751166760.77, -0.99, 1.82, 2.54, -5.93
1751166760.80, -0.87, -0.40, 2.55, -5.93
1751166760.83, -1.05, 1.93, 2.53, -5.89
1751166760.87, -0.80, -0.59, 2.49, -5.87
1751166760.89, -0.94, -0.31, 2.49, -5.88
1751166760.93, -0.45, -0.91, 2.51, -5.88
1751166760.95, -0.58, -0.92, 2.47, -5.91
1751166760.98, -1.15, 0.39, 2.44, -5.91
1751166761.01, -0.82, -0.35, 2.45, -5.90
1751166761.04, -0.75, -0.24, 2.43, -5.91
1751166761.06, -0.88, -0.21, 2.42, -5.93
1751166761.09, -0.93, -0.16, 2.44, -5.92
1751166761.12, -0.74, 0.00, 2.44, -5.87
1751166761.15, -0.89, 0.14, 2.45, -5.86
1751166761.17, -0.81, -0.21, 2.44, -5.87
1751166761.20, -0.73, -0.27, 2.43, -5.87
1751166761.23, -0.62, -0.89, 2.43, -5.90
1751166761.26, -0.65, -0.60, 2.41, -5.93
1751166761.28, -0.85, -1.95, 2.42, -5.97
1751166761.32, -0.79, -0.37, 2.41, -5.97
1751166761.35, -0.88, -0.42, 2.42, -5.98
1751166761.38, -0.71, -0.41, 2.43, -5.97
1751166761.41, -1.07, 0.24, 2.43, -5.95
1751166761.43, -0.75, -0.05, 2.42, -6.00
1751166761.46, -1.12, 0.52, 2.40, -5.99
1751166761.49, -0.52, -1.31, 2.40, -5.99
1751166761.52, -0.90, -0.22, 2.40, -5.99
1751166761.55, -0.80, -0.20, 2.38, -5.97
1751166761.58, -0.59, -0.85, 2.38, -6.05
1751166761.61, -0.84, -0.24, 2.39, -6.05
1751166761.63, -1.13, 0.44, 2.38, -6.10
1751166761.66, -1.05, -0.37, 2.39, -6.08
1751166761.69, -1.08, -0.03, 2.36, -6.06
1751166761.72, -0.65, -0.53, 2.40, -6.06
1751166761.75, -0.92, -0.21, 2.40, -6.06
1751166761.77, -0.80, -0.50, 2.41, -6.07
1751166761.80, -1.09, -0.44, 2.39, -6.07
1751166761.83, -0.87, 0.14, 2.40, -6.07
1751166761.86, -0.69, -0.63, 2.42, -6.06
1751166761.88, -0.59, -0.56, 2.39, -6.05
1751166761.91, -0.84, -0.47, 2.36, -6.04
1751166761.94, -0.75, 0.08, 2.37, -6.03
1751166761.96, -0.47, -1.09, 2.37, -6.03
1751166761.99, -1.29, 0.30, 2.37, -6.02
1751166762.02, -0.87, -0.04, 2.37, -5.98
1751166762.05, -0.75, -0.40, 2.36, -5.98
1751166762.08, -0.83, -0.66, 2.35, -5.99
1751166762.11, -0.91, -0.55, 2.36, -6.00
1751166762.13, -0.88, -0.40, 2.36, -5.99
1751166762.16, -0.83, -0.64, 2.36, -5.98
1751166762.19, -0.61, -0.49, 2.36, -5.98
1751166762.22, -0.77, -0.25, 2.34, -5.98
1751166762.25, -0.76, -0.45, 2.33, -5.97
1751166762.28, -0.73, -0.34, 2.33, -5.98
1751166762.30, -0.85, -0.79, 2.33, -5.96
1751166762.33, -0.78, -0.15, 2.33, -5.93
1751166762.36, -1.19, -0.26, 2.32, -5.92
1751166762.38, -0.79, -0.48, 2.33, -5.92
1751166762.41, -0.66, -0.54, 2.33, -5.92
1751166762.44, -1.16, 0.24, 2.34, -5.90
1751166762.47, -0.54, -0.27, 2.36, -5.91
1751166762.50, -0.98, -0.56, 2.36, -5.90
1751166762.52, -0.95, -0.36, 2.32, -5.92
1751166762.55, -1.01, -0.08, 2.33, -5.91
1751166762.58, -0.82, -0.34, 2.34, -5.91
1751166762.61, -0.82, -0.44, 2.35, -5.92
1751166762.63, -0.89, -0.13, 2.35, -5.90
1751166762.66, -0.79, -0.31, 2.31, -5.90
1751166762.69, -0.72, -0.61, 2.31, -5.89
1751166762.71, -0.92, -0.47, 2.31, -5.89
1751166762.74, -0.95, -0.03, 2.27, -5.94
1751166762.77, -0.85, -0.56, 2.28, -5.94
1751166762.80, -0.83, -0.20, 2.27, -5.93
1751166762.82, -1.11, 0.03, 2.27, -5.92
1751166762.85, -0.89, -0.19, 2.26, -5.93
1751166762.88, -0.53, -0.61, 2.28, -5.91
1751166762.91, -1.05, -0.04, 2.24, -5.89
1751166762.93, -0.87, -0.29, 2.25, -5.89
1751166762.96, -0.58, -0.63, 2.25, -5.89
1751166762.99, -0.53, -0.35, 2.26, -5.87
1751166763.02, -0.91, -0.18, 2.26, -5.84
1751166763.04, -0.73, -0.07, 2.27, -5.83
1751166763.07, -0.57, -0.79, 2.27, -5.83
1751166763.10, -0.78, -0.47, 2.26, -5.83
1751166763.13, -0.75, -0.16, 2.27, -5.82
1751166763.16, -0.75, -0.10, 2.27, -5.83
1751166763.18, -0.82, -0.79, 2.27, -5.84
1751166763.21, -1.07, 0.73, 2.25, -5.82
1751166763.24, -1.01, -0.13, 2.28, -5.83
1751166763.27, -1.18, -0.15, 2.28, -5.86
1751166763.29, -0.92, -0.02, 2.30, -5.86
1751166763.32, -0.77, -0.73, 2.31, -5.84
1751166763.35, -0.74, -0.64, 2.31, -5.85
1751166763.37, -0.79, -0.36, 2.30, -5.86
1751166763.40, -1.11, 0.28, 2.32, -5.85
1751166763.43, -0.99, -0.38, 2.32, -5.83
1751166763.46, -0.90, -0.28, 2.33, -5.85
1751166763.49, -0.92, -0.07, 2.33, -5.84
1751166763.51, -0.66, -0.36, 2.31, -5.84
1751166763.54, -0.62, -0.95, 2.31, -5.86
1751166763.57, -0.71, -1.00, 2.31, -5.88
1751166763.60, -1.11, 0.25, 2.30, -5.85
1751166763.62, -0.99, 0.04, 2.30, -5.83
1751166763.65, -0.95, -0.15, 2.30, -5.84
1751166763.68, -0.88, -0.63, 2.30, -5.85
1751166763.70, -0.98, -0.69, 2.29, -5.77
1751166763.73, -1.72, 1.87, 2.24, -5.75
1751166763.76, -0.18, -2.49, 2.26, -5.81
1751166763.79, -1.33, 0.22, 2.26, -5.78
1751166763.81, -0.98, 0.56, 2.23, -5.83
1751166763.84, -0.56, -1.14, 2.22, -5.82
1751166763.87, -0.79, -0.39, 2.24, -5.83
1751166763.89, -3.89, 8.34, 2.23, -5.69
1751166763.92, -16.04, 45.35, 2.02, -4.35
1751166763.95, -9.85, 27.06, 1.64, -3.57
1751166763.97, -8.12, 18.20, 1.20, -3.05
1751166764.00, -1.76, 21.50, 1.13, -2.36
1751166764.03, 23.96, 52.61, 1.79, -1.05
1751166764.06, 13.76, 68.67, 2.03, 0.82
1751166764.08, 14.76, 91.96, 2.53, 3.26
1751166764.11, 5.42, 119.79, 2.75, 6.51
1751166764.14, 6.11, 109.48, 2.90, 9.38
1751166764.16, 7.72, 83.26, 3.08, 11.14
1751166764.19, -1.64, 50.32, 2.98, 12.37
1751166764.22, 2.02, 42.08, 3.07, 13.57
1751166764.25, -0.40, 41.55, 3.06, 14.56
1751166764.27, 0.63, 25.05, 3.26, 15.11
1751166764.30, 4.40, 24.56, 3.41, 15.72
1751166764.33, 0.76, 33.51, 3.42, 16.59
1751166764.36, 3.55, 47.39, 3.52, 18.06
1751166764.38, 6.24, 12.50, 3.64, 18.55
1751166764.41, 6.81, 13.84, 3.90, 18.90
1751166764.44, 3.86, 21.97, 4.01, 19.43
1751166764.47, 11.05, 19.10, 4.31, 20.26
1751166764.50, 2.53, 0.04, 4.31, 20.21
1751166764.53, -0.37, 5.05, 4.21, 20.38
1751166764.55, 3.14, -2.03, 4.26, 20.37
1751166764.58, 6.80, 23.70, 4.41, 21.05
1751166764.61, 11.23, 50.70, 4.67, 22.27
1751166764.64, 3.24, 15.63, 4.74, 22.60
1751166764.66, -0.63, -8.77, 4.62, 22.27
1751166764.69, -1.45, 0.64, 4.47, 22.32
1751166764.72, 0.02, 6.48, 4.42, 22.41
1751166764.74, 1.92, 0.80, 4.39, 22.54
1751166764.77, 1.19, 15.44, 4.18, 23.16
1751166764.80, 2.16, 29.94, 4.20, 23.78
1751166764.83, 0.49, 22.37, 4.15, 24.44
1751166764.85, 0.66, 8.06, 4.10, 24.68
1751166764.88, 1.40, -2.73, 3.97, 24.66
1751166764.91, -0.79, 5.61, 3.80, 24.80
1751166764.93, 0.40, 9.96, 3.81, 25.02
1751166764.96, 0.67, 2.65, 3.81, 25.17
1751166764.99, 0.39, 7.34, 3.79, 25.35
1751166765.02, 1.49, 4.76, 3.78, 25.49
1751166765.04, -1.27, -1.20, 3.71, 25.48
1751166765.07, -1.08, 6.31, 3.66, 25.63
1751166765.10, 0.63, 0.32, 3.65, 25.75
1751166765.12, -1.33, -6.02, 3.59, 25.63
1751166765.15, -0.45, -4.68, 3.55, 25.48
1751166765.18, -1.64, 1.16, 3.54, 25.54
1751166765.21, -2.08, -2.49, 3.55, 25.05
1751166765.23, -2.02, -24.87, 3.56, 24.51
1751166765.26, -3.22, -37.27, 3.45, 23.56
1751166765.29, -9.31, -77.92, 3.24, 21.47
1751166765.31, -11.91, -94.82, 2.84, 19.05
1751166765.34, -4.67, -106.82, 2.71, 16.28
1751166765.37, -8.18, -86.27, 2.48, 13.87
1751166765.40, -7.10, -62.09, 2.33, 12.00
1751166765.43, 0.89, -50.76, 2.37, 10.66
1751166765.46, 12.56, -76.73, 2.63, 8.59
1751166765.49, 11.90, -84.92, 3.24, 5.89
1751166765.51, -6.53, -25.05, 2.99, 5.43
1751166765.54, -0.06, -40.15, 2.92, 4.33
1751166765.57, 15.52, -70.15, 3.35, 2.58
1751166765.60, 20.48, -59.86, 3.95, 0.98
1751166765.63, 8.98, -52.13, 4.29, -0.52
1751166765.65, 7.92, -94.25, 4.52, -2.79
1751166765.68, 11.78, -132.37, 4.96, -6.60
1751166765.71, -45.40, -90.00, 3.44, -8.69
1751166765.74, 1.18, -21.74, 3.56, -9.52
1751166765.77, -11.23, -48.60, 3.15, -10.81
1751166765.80, -2.07, -80.98, 3.19, -12.90
1751166765.83, 0.15, -40.69, 3.22, -14.28
1751166765.86, -1.11, -21.42, 3.19, -14.88
1751166765.89, -2.76, -45.59, 3.15, -15.89
1751166765.91, -1.37, -35.40, 3.13, -16.94
1751166765.94, -1.40, -38.73, 3.07, -17.88
1751166765.97, 0.53, -29.52, 3.10, -18.75
1751166766.00, -0.28, -15.62, 3.15, -19.14
1751166766.02, -0.15, -33.23, 3.11, -19.83
1751166766.05, 0.53, -24.06, 3.13, -20.48
1751166766.08, -4.41, -64.89, 2.96, -21.96
1751166766.10, 0.05, -85.90, 2.97, -24.22
1751166766.13, 1.29, -51.97, 2.98, -25.70
1751166766.16, 1.12, -42.79, 2.98, -26.76
1751166766.19, 1.28, -1.92, 2.98, -27.01
1751166766.21, 1.95, 7.83, 3.03, -26.77
1751166766.24, -1.21, 7.47, 3.03, -26.63
1751166766.27, -1.55, 6.81, 2.94, -26.38
1751166766.29, -0.80, -13.16, 2.96, -26.70
1751166766.32, -0.15, -14.88, 2.96, -27.10
1751166766.35, 0.12, -7.79, 2.96, -27.33
1751166766.38, -0.36, -8.73, 2.99, -27.49
1751166766.40, -1.82, -29.87, 2.97, -28.23
1751166766.43, -0.43, -8.06, 2.99, -28.55
1751166766.46, -0.38, 0.44, 2.93, -28.67
1751166766.49, -0.43, 2.65, 2.90, -28.53
1751166766.52, -4.11, -17.47, 2.77, -28.76
1751166766.54, -3.89, -41.67, 2.76, -29.80
1751166766.57, -0.56, -14.82, 2.69, -30.28
1751166766.60, -1.06, -5.81, 2.69, -30.42
1751166766.63, -1.10, 1.89, 2.69, -30.48
1751166766.66, -1.02, 9.21, 2.66, -30.24
1751166766.68, -2.21, -15.14, 2.60, -30.48
1751166766.71, -2.40, -7.81, 2.57, -30.75
1751166766.74, -8.72, -11.58, 2.01, -31.32
1751166766.76, 0.15, -1.63, 2.05, -31.36
1751166766.79, -0.93, 3.27, 2.05, -31.30
1751166766.82, -0.34, 5.08, 2.05, -31.18
1751166766.84, -0.38, 11.50, 2.03, -30.90
1751166766.87, -2.28, -4.04, 2.03, -30.94
1751166766.90, -1.15, -0.03, 2.01, -30.92
1751166766.93, -0.28, -3.01, 2.03, -30.99
1751166766.95, 0.02, -1.38, 2.04, -31.03
1751166766.98, -0.39, 2.18, 2.03, -30.99
1751166767.01, -1.69, -2.32, 2.02, -31.03
1751166767.03, -0.40, -0.08, 2.07, -30.99
1751166767.06, -0.35, -2.01, 2.09, -31.02
1751166767.09, -1.21, -0.50, 2.08, -31.03
1751166767.11, -1.24, 1.69, 2.09, -31.02
1751166767.14, -1.02, -1.96, 2.08, -30.94
1751166767.17, -0.72, -4.79, 2.09, -31.05
1751166767.20, -1.02, -0.60, 2.12, -31.08
1751166767.22, -1.45, -0.76, 2.13, -31.07
1751166767.25, -0.98, -5.92, 2.08, -31.11
1751166767.28, -0.33, -0.66, 2.12, -31.16
1751166767.30, -0.63, -4.89, 2.11, -31.23
1751166767.33, 0.19, -6.32, 2.15, -31.38
1751166767.36, -0.42, -1.66, 2.18, -31.45
1751166767.39, 0.08, 0.39, 2.25, -31.44
1751166767.42, 0.26, -2.37, 2.26, -31.45
1751166767.44, -1.06, -0.96, 2.27, -31.47
1751166767.47, -0.85, -0.26, 2.29, -31.51
1751166767.50, -1.10, -1.82, 2.27, -31.53
1751166767.53, -1.15, -13.07, 2.28, -31.93
1751166767.56, -0.26, -4.66, 2.33, -32.15
1751166767.59, -0.68, -3.55, 2.34, -32.24
1751166767.61, -0.08, -3.74, 2.37, -32.32
1751166767.64, -0.32, 1.30, 2.39, -32.33
1751166767.67, -0.82, 1.44, 2.39, -32.29
1751166767.70, -1.04, -1.24, 2.41, -32.23
1751166767.73, -1.92, -5.05, 2.39, -32.37
1751166767.76, -0.71, -2.51, 2.41, -32.39
1751166767.78, -0.92, -3.73, 2.41, -32.51
1751166767.81, -0.57, -0.53, 2.50, -32.56
1751166767.84, -0.72, 4.53, 2.51, -32.53
1751166767.87, -1.10, -2.98, 2.53, -32.54
1751166767.90, -0.22, -4.07, 2.51, -32.61
1751166767.92, -0.92, 1.59, 2.52, -32.63
1751166767.96, -1.36, -4.60, 2.51, -32.62
1751166767.98, -0.48, -6.06, 2.53, -32.82
1751166768.01, -1.01, -3.93, 2.57, -32.93
1751166768.04, -0.43, -3.06, 2.60, -32.97
1751166768.06, -0.40, -3.49, 2.59, -33.04
1751166768.09, -1.05, -1.17, 2.58, -33.07
1751166768.12, -0.70, -0.11, 2.62, -33.08
1751166768.15, -0.55, -1.24, 2.61, -33.02
1751166768.17, -0.64, -4.95, 2.61, -33.14
1751166768.20, -0.55, -0.74, 2.64, -33.20
1751166768.23, -1.02, -3.84, 2.63, -33.24
1751166768.26, -0.53, -5.34, 2.64, -33.34
1751166768.28, -0.77, -4.73, 2.66, -33.49
1751166768.31, -0.93, -3.98, 2.69, -33.56
1751166768.34, -0.19, -4.63, 2.62, -33.63
1751166768.36, -0.66, -1.21, 2.61, -33.67
1751166768.39, 0.66, -2.33, 2.71, -33.82
1751166768.42, -0.29, -2.34, 2.68, -33.80
1751166768.44, -0.98, -5.81, 2.71, -33.92
1751166768.47, -1.14, -1.37, 2.76, -33.98
1751166768.50, -0.83, -2.91, 2.77, -34.04
1751166768.53, -1.56, -10.13, 2.77, -34.20
1751166768.55, 0.39, -8.03, 2.80, -34.44
1751166768.58, 0.03, -1.23, 2.81, -34.47
1751166768.61, -1.12, -2.56, 2.77, -34.50
1751166768.63, -2.71, -5.18, 2.75, -34.64
1751166768.66, 0.88, 0.12, 2.76, -34.70
1751166768.69, -1.28, -0.15, 2.77, -34.72
1751166768.72, 0.00, 6.82, 2.81, -34.64
1751166768.74, 0.46, 12.05, 2.85, -34.32
1751166768.77, 1.94, 27.58, 2.87, -33.79
1751166768.80, 2.47, 55.11, 2.94, -32.44
1751166768.82, 4.39, 38.10, 2.92, -31.28
1751166768.85, 2.46, 103.20, 3.30, -29.16
1751166768.88, 7.60, 96.92, 3.60, -26.40
1751166768.91, 11.49, 102.68, 3.82, -23.79
1751166768.94, 16.89, 80.87, 3.96, -21.81
1751166768.96, 16.36, 80.57, 4.24, -19.89
1751166768.99, 41.45, 79.03, 5.33, -17.67
1751166769.02, 54.05, 99.07, 6.85, -15.23
1751166769.05, 57.63, 171.42, 8.43, -10.09
1751166769.07, 14.47, 64.82, 8.91, -8.11
1751166769.10, -2.71, 67.53, 8.93, -6.30
1751166769.13, 36.36, 71.26, 9.93, -4.37
1751166769.15, -33.11, 62.81, 8.49, -2.53
1751166769.18, -25.24, 88.87, 7.79, -0.09
1751166769.21, -10.37, 65.55, 7.52, 1.44
1751166769.24, -31.40, 97.69, 6.71, 4.37
1751166769.26, -41.40, 92.45, 5.66, 6.65
1751166769.29, -39.11, 58.69, 4.64, 8.05
1751166769.32, -38.05, 49.76, 3.75, 9.35
1751166769.35, -2.99, 15.76, 3.82, 9.45
1751166769.37, -2.85, 51.18, 3.81, 10.73
1751166769.40, -2.05, 54.57, 3.81, 12.11
1751166769.43, -2.95, 43.27, 3.74, 13.26
1751166769.45, -3.91, 59.38, 3.66, 14.88
1751166769.48, -13.84, 54.92, 3.42, 16.26
1751166769.51, 0.19, 41.26, 3.42, 17.34
1751166769.54, 0.32, 31.76, 3.41, 18.03
1751166769.56, -0.56, 12.44, 3.38, 18.36
1751166769.59, -1.42, 15.66, 3.40, 18.66
1751166769.62, -0.79, 9.09, 3.36, 18.88
1751166769.64, -0.85, 10.15, 3.36, 19.13
1751166769.67, -1.98, 19.58, 3.32, 19.68
1751166769.70, -1.13, 12.18, 3.29, 20.00
1751166769.73, 1.79, 18.32, 3.27, 20.68
1751166769.75, 1.34, 14.40, 3.37, 20.98
1751166769.78, 0.50, 7.12, 3.39, 21.20
1751166769.81, 0.14, 9.31, 3.37, 21.45
1751166769.83, -0.22, 1.65, 3.30, 21.55
1751166769.86, 1.19, 9.23, 3.31, 21.79
1751166769.89, 1.80, 16.49, 3.36, 22.19
1751166769.92, 2.15, 10.31, 3.36, 22.56
1751166769.94, 2.33, 11.76, 3.35, 22.94
1751166769.97, -0.72, 9.68, 3.33, 23.11
1751166770.00, -1.22, 4.21, 3.31, 23.24
1751166770.02, 2.24, 20.11, 3.37, 23.71
1751166770.05, 0.31, 10.94, 3.39, 23.90
1751166770.08, -1.34, 2.58, 3.35, 24.06
1751166770.11, 0.75, 4.72, 3.32, 24.29
1751166770.13, -0.19, -0.84, 3.29, 24.28
1751166770.16, 2.76, 12.07, 3.37, 24.75
1751166770.19, 2.21, 19.38, 3.44, 25.22
1751166770.21, -0.09, 5.26, 3.39, 25.39
1751166770.24, -1.09, 0.60, 3.36, 25.43
1751166770.27, -0.82, 0.46, 3.36, 25.47
1751166770.30, -0.03, -0.95, 3.33, 25.46
1751166770.32, 1.12, 5.05, 3.28, 25.63
1751166770.35, 0.20, 5.18, 3.29, 25.86
1751166770.38, -0.67, 1.97, 3.24, 25.90
1751166770.40, -1.48, 1.73, 3.21, 25.97
1751166770.43, -0.76, 5.61, 3.22, 26.06
1751166770.46, 1.27, 9.08, 3.27, 26.31
1751166770.49, 0.76, 4.05, 3.27, 26.45
1751166770.51, -2.15, 8.13, 3.23, 26.68
1751166770.54, 4.96, 13.11, 3.42, 27.04
1751166770.57, 0.29, 5.73, 3.42, 27.21
1751166770.59, -2.18, 0.45, 3.40, 27.28
1751166770.62, 0.27, 3.50, 3.41, 27.43
1751166770.65, -1.02, -2.10, 3.40, 27.43
1751166770.67, -2.56, -2.90, 3.34, 27.38
1751166770.70, 1.70, 5.06, 3.39, 27.50
1751166770.73, -0.16, 3.15, 3.37, 27.55
1751166770.76, -1.35, -2.86, 3.35, 27.53
1751166770.78, 0.76, 8.29, 3.40, 27.78
1751166770.81, 1.53, 9.38, 3.42, 28.00
1751166770.84, -0.54, -0.60, 3.40, 28.01
1751166770.87, -1.89, -3.95, 3.35, 27.90
1751166770.89, -1.06, -4.08, 3.36, 27.82
1751166770.92, -1.44, -1.91, 3.31, 27.78
1751166770.95, -0.52, 1.73, 3.30, 27.82
1751166770.97, 0.07, 1.71, 3.30, 27.89
1751166771.00, 0.15, 0.70, 3.29, 27.99
1751166771.03, -1.20, -6.08, 3.28, 27.86
1751166771.06, -1.51, -1.34, 3.24, 27.82
1751166771.08, -1.08, 1.33, 3.20, 27.93
1751166771.11, -0.64, 3.10, 3.18, 27.97
1751166771.14, 0.63, 1.27, 3.18, 28.05
1751166771.16, -0.67, -2.02, 3.18, 27.99
1751166771.19, -2.24, -0.36, 3.14, 27.98
1751166771.22, -0.31, 0.83, 3.14, 28.01
1751166771.25, -1.07, -4.94, 3.08, 27.96
1751166771.28, -1.50, -14.03, 3.01, 27.59
1751166771.30, -0.45, -18.47, 3.04, 27.17
1751166771.33, -0.71, -21.67, 3.04, 26.64
1751166771.36, -1.31, -22.13, 3.00, 26.05
1751166771.39, -2.53, -22.61, 2.90, 25.45
1751166771.41, -2.27, -15.89, 2.94, 25.08
1751166771.44, -2.56, -9.61, 2.86, 24.83
1751166771.47, -4.27, -14.43, 2.73, 24.41
1751166771.50, -4.47, -12.70, 2.65, 24.09
1751166771.52, -4.54, -16.69, 2.53, 23.65
1751166771.55, -6.29, -25.84, 2.42, 22.99
1751166771.58, -8.96, -46.56, 2.18, 21.77
1751166771.61, -8.39, -74.52, 1.90, 19.85
1751166771.63, -15.26, -117.47, 1.52, 16.68
1751166771.66, -6.37, -110.44, 1.43, 13.72
1751166771.69, 3.46, -111.59, 1.54, 10.82
1751166771.72, -0.97, -90.67, 1.80, 8.22
1751166771.74, -1.84, -59.24, 1.70, 6.86
1751166771.77, 22.98, -70.20, 2.38, 5.10
1751166771.80, 57.78, -113.58, 3.91, 2.11
1751166771.82, 45.82, -135.06, 5.38, -1.56
1751166771.85, -4.65, -39.59, 5.13, -2.06
1751166771.88, -12.90, -50.78, 4.76, -3.32
1751166771.90, -76.56, -91.84, 3.05, -5.56
1751166771.93, -70.27, -114.50, 1.49, -8.47
1751166771.96, -0.99, -28.60, 1.54, -9.21
1751166771.99, -4.54, -37.01, 1.56, -10.22
1751166772.01, -5.57, -45.63, 1.46, -11.33
1751166772.04, -1.98, -53.80, 1.57, -12.97
1751166772.07, -0.46, -18.29, 1.61, -13.53
1751166772.09, -1.40, -27.83, 1.55, -14.07
1751166772.12, -4.69, -86.62, 1.54, -16.17
1751166772.15, -2.21, -92.12, 1.64, -18.75
1751166772.18, 1.52, -44.32, 1.74, -20.17
1751166772.20, 0.13, -30.29, 1.81, -20.95
1751166772.23, 0.05, -16.41, 1.80, -21.25
1751166772.26, 1.76, -56.03, 1.97, -22.68
1751166772.29, 1.11, -88.05, 1.99, -24.98
1751166772.31, 1.78, -23.65, 1.93, -25.64
1751166772.34, -0.46, -37.99, 2.00, -26.66
1751166772.37, 1.24, -36.16, 2.12, -27.62
1751166772.39, 1.02, -63.27, 2.24, -28.87
1751166772.42, 3.38, -98.34, 2.35, -31.58
1751166772.45, -5.08, -16.45, 2.14, -32.27
1751166772.47, -0.28, -1.89, 2.15, -32.37
1751166772.50, 1.07, 28.05, 2.16, -31.91
1751166772.53, 0.31, 26.03, 2.19, -31.07
1751166772.56, -0.36, 6.54, 2.14, -30.81
1751166772.59, -0.28, 0.18, 2.16, -30.78
1751166772.61, -0.62, -5.37, 2.17, -30.92
1751166772.64, -0.53, 0.47, 2.21, -30.90
1751166772.67, -0.93, -7.79, 2.22, -30.97
1751166772.70, -1.05, -10.48, 2.16, -31.32
1751166772.73, -0.95, -1.42, 2.19, -31.39
1751166772.75, -1.16, -7.20, 2.17, -31.55
1751166772.78, -1.08, -13.02, 2.14, -31.90
1751166772.81, -0.67, -9.10, 2.08, -32.18
1751166772.85, 1.05, -48.66, 2.27, -33.73
1751166772.87, -3.01, -27.28, 2.21, -34.53
1751166772.90, -0.15, -6.43, 2.28, -34.77
1751166772.93, -0.85, -5.18, 2.25, -34.99
1751166772.95, -0.47, 12.84, 2.28, -34.65
1751166772.98, -0.87, 7.95, 2.28, -34.38
1751166773.01, -0.41, 9.16, 2.23, -34.09
1751166773.04, -1.18, -6.44, 2.24, -33.95
1751166773.06, -1.43, -31.13, 2.21, -34.78
1751166773.09, -1.50, -15.81, 2.19, -35.30
1751166773.12, -0.77, -2.68, 2.17, -35.44
1751166773.14, -0.51, 1.43, 2.14, -35.42
1751166773.17, -0.68, 5.10, 2.15, -35.27
1751166773.20, -1.25, -1.92, 2.14, -35.24
1751166773.23, -0.73, 0.61, 2.09, -35.25
1751166773.25, -0.56, 1.27, 2.08, -35.20
1751166773.28, -1.27, -5.63, 2.02, -35.31
1751166773.31, -0.77, -3.86, 2.03, -35.45
1751166773.33, -0.62, 4.48, 2.03, -35.37
1751166773.36, -1.36, -2.58, 2.01, -35.34
1751166773.39, -0.56, -9.71, 1.99, -35.57
1751166773.41, -0.68, -2.31, 1.99, -35.68
1751166773.44, -0.68, -2.06, 1.99, -35.69
1751166773.47, -0.58, -0.44, 1.98, -35.73
1751166773.50, -1.05, -0.29, 2.04, -35.68
1751166773.52, -1.11, -6.97, 2.03, -35.81
1751166773.55, -0.92, -7.21, 2.03, -36.02
1751166773.58, -0.90, -4.04, 2.03, -36.07
1751166773.61, -0.98, -4.07, 2.01, -36.19
1751166773.63, -0.69, 4.31, 2.01, -36.18
1751166773.66, -0.92, -0.37, 2.00, -36.12
1751166773.69, -0.79, -0.93, 2.01, -36.15
1751166773.72, -0.66, -0.60, 1.98, -36.11
1751166773.74, -0.76, -6.22, 1.96, -36.25
1751166773.77, -0.92, -6.02, 1.96, -36.43
1751166773.80, -0.90, 1.90, 1.90, -36.40
